       R (kpc)       Vrot (km/s)     Vrot-sigmaV     Vrot+sigmaV
       4.9297791     236.9715118     236.0406799     237.9023438
       4.9317794     236.8616486     236.2099457     237.5133514
       4.9337792     237.0036316     236.6430511     237.3642120
       4.9357796     236.9911041     236.8428497     237.1393585
       4.9377794     236.9889069     236.9378357     237.0399780
       4.9397793     237.0547943     236.9930420     237.1165466
       4.9417791     237.1552887     236.9610443     237.3495331
       4.9437795     237.4969788     237.0368042     237.9571533
       4.9457793     238.0901337     237.6322479     238.5480194
       4.9477797     238.5822601     238.1395264     239.0249939
       4.9497795     239.1949310     238.4454498     239.9444122
       4.9517794     239.4485931     238.5863800     240.3108063
       4.9537792     238.4521790     237.3323822     239.5719757
       4.9557791     236.9713440     235.4980774     238.4446106
       4.9577794     235.3905945     234.1098938     236.6712952
       4.9597793     235.4548187     234.1258850     236.7837524
       4.9617796     236.3282471     235.5384979     237.1179962
       4.9637794     236.5742798     236.2538910     236.8946686
       4.9657793     236.4668579     235.7408600     237.1928558
       4.9677792     236.0306244     235.2770233     236.7842255
       4.9697790     236.5283813     235.5393219     237.5174408
       4.9717793     237.4622650     236.5123749     238.4121552
       4.9737797     238.0941162     237.2462006     238.9420319
       4.9757795     238.1724854     237.1469574     239.1980133
       4.9777794     236.8627167     235.3785400     238.3468933
       4.9797792     236.0567474     235.2505798     236.8629150
       4.9817791     236.0631409     235.6741486     236.4521332
       4.9837794     235.8219910     235.4804840     236.1634979
       4.9857793     235.4742737     235.1893311     235.7592163
       4.9877796     235.3296356     235.1602783     235.4989929
       4.9897795     235.1114807     234.5657654     235.6571960
       4.9917793     234.4249420     233.7502899     235.0995941
       4.9937792     234.1801910     233.7037659     234.6566162
       4.9957790     234.3762360     233.4154968     235.3369751
       4.9977794     234.7568665     233.7876740     235.7260590
       4.9997797     235.0456238     234.3210754     235.7701721
       5.0017796     234.1349487     232.5388641     235.7310333
       5.0037794     231.9993439     229.9355469     234.0631409
       5.0057793     230.2696686     228.6436768     231.8956604
       5.0077791     230.6169434     229.5675354     231.6663513
       5.0097795     231.6447601     229.8239746     233.4655457
       5.0117793     233.3968811     231.2599335     235.5338287
       5.0137796     234.7632599     233.6086426     235.9178772
       5.0157795     234.7907257     234.0045013     235.5769501
       5.0177794     234.4277649     233.8777466     234.9777832
       5.0197792     234.5346832     233.9632568     235.1061096
       5.0217791     234.5161438     233.5502777     235.4820099
       5.0237794     233.2301941     231.8423309     234.6180573
       5.0257792     232.1786652     231.3633118     232.9940186
       5.0277796     232.6417236     231.5007172     233.7827301
       5.0297794     233.6778259     232.9305420     234.4251099
       5.0317793     233.9936981     233.7419434     234.2454529
       5.0337791     234.1205902     233.4761047     234.7650757
       5.0357795     234.8328094     234.0005035     235.6651154
       5.0377793     235.1758575     234.5825958     235.7691193
       5.0397797     234.4697418     233.1588745     235.7806091
       5.0417795     233.2528839     231.5867767     234.9189911
       5.0437794     233.2989044     232.2193604     234.3784485
       5.0457792     233.6667786     233.2534180     234.0801392
       5.0477791     234.2037659     232.2711487     236.1363831
       5.0497794     237.4656067     232.5413818     242.3898315
       5.0517793     240.2843475     234.8379669     245.7307281
       5.0537796     236.0939026     231.2421265     240.9456787
       5.0557795     233.9142609     232.3795471     235.4489746
       5.0577793     234.0311737     233.4105682     234.6517792
       5.0597792     234.1724701     233.5539246     234.7910156
       5.0617790     234.4140472     233.9342194     234.8938751
       5.0637794     234.7436066     234.3049011     235.1823120
       5.0657797     234.3143463     231.6005859     237.0281067
       5.0677795     229.0238647     219.9264221     238.1213074
       5.0697794     216.7752991     205.9328308     227.6177673
       5.0717793     212.9866333     204.5763245     221.3969421
       5.0737791     223.7834015     211.1671143     236.3996887
       5.0757794     233.4309235     227.1949463     239.6669006
       5.0777793     235.6474304     233.9899139     237.3049469
       5.0797796     236.6004944     235.3246918     237.8762970
       5.0817795     236.3704529     235.6371613     237.1037445
       5.0837793     236.1839905     236.0128174     236.3551636
       5.0857792     236.1472778     236.0743408     236.2202148
       5.0877790     236.0296631     235.8334656     236.2258606
       5.0897794     235.8452911     235.6514587     236.0391235
       5.0917797     235.9467926     234.9611359     236.9324493
       5.0937796     234.8647461     228.7248840     241.0046082
       5.0957794     225.3903046     212.0048523     238.7757568
       5.0977793     214.8673859     206.4275208     223.3072510
       5.0997791     215.9988098     212.6231689     219.3744507
       5.1017795     218.1634827     216.9311371     219.3958282
       5.1037793     218.8041687     217.6795807     219.9287567
       5.1057796     220.1693115     217.0359650     223.3026581
       5.1077795     223.7514496     217.3501892     230.1527100
       5.1097794     230.0059509     224.3447418     235.6671600
       5.1117792     230.0257111     222.9042053     237.1472168
       5.1137791     223.3066254     212.4163971     234.1968536
       5.1157794     224.7915039     212.6838837     236.8991241
       5.1177793     219.8505249     207.6848297     232.0162201
       5.1197796     212.3938293     207.0501099     217.7375488
       5.1217794     212.2005157     210.9835663     213.4174652
       5.1237793     212.6315918     211.8966675     213.3665161
       5.1257792     213.6464081     212.0058289     215.2869873
       5.1277790     216.1543579     213.0954285     219.2132874
       5.1297793     219.6402130     216.7209473     222.5594788
       5.1317797     219.4749756     215.6289825     223.3209686
       5.1337795     214.5834351     209.2374725     219.9293976
       5.1357794     215.4761810     206.8571930     224.0951691
       5.1377792     225.5812225     216.4227600     234.7396851
       5.1397791     228.6223145     221.6282806     235.6163483
       5.1417794     220.5787354     206.4481964     234.7092743
       5.1437793     200.8066711     184.0932465     217.5200958
       5.1457796     217.1453094     195.8957825     238.3948364
       5.1477795     230.8477783     226.2399902     235.4555664
       5.1497793     233.6088104     230.8570709     236.3605499
       5.1517792     235.4904633     233.0499115     237.9310150
       5.1537790     232.4474945     226.2959137     238.5990753
       5.1557794     225.7089386     220.3662415     231.0516357
       5.1577797     223.4259338     221.9284973     224.9233704
       5.1597795     224.2157593     222.9403381     225.4911804
       5.1617794     226.3957825     224.1036224     228.6879425
       5.1637793     228.7880249     227.0774536     230.4985962
       5.1657791     229.0064392     228.0199432     229.9929352
       5.1677794     228.5938568     227.3553467     229.8323669
       5.1697793     228.8357849     227.3442841     230.3272858
       5.1717796     229.2820435     226.7621460     231.8019409
       5.1737795     232.1967926     229.3778381     235.0157471
       5.1757793     234.1774292     232.8938904     235.4609680
       5.1777792     233.9483337     231.8639832     236.0326843
       5.1797791     231.4664154     228.3940887     234.5387421
       5.1817794     230.0267334     228.0730438     231.9804230
       5.1837797     229.0446777     227.3553162     230.7340393
       5.1857796     227.1411896     225.2165375     229.0658417
       5.1877794     224.6879425     221.4963074     227.8795776
       5.1897793     219.4585114     212.9086914     226.0083313
       5.1917791     213.1870575     207.9604340     218.4136810
       5.1937795     212.9645844     210.6508942     215.2782745
       5.1957793     212.2771759     209.1527252     215.4016266
       5.1977797     209.2941284     205.1745605     213.4136963
       5.1997795     213.7397919     203.1690063     224.3105774
       5.2017794     227.9760437     215.0246887     240.9273987
       5.2037792     231.0183868     219.2725372     242.7642365
       5.2057791     220.7259216     209.7012939     231.7505493
       5.2077794     216.6512756     207.2425842     226.0599670
       5.2097793     209.3255768     192.6656799     225.9854736
       5.2117796     220.0211487     197.4576569     242.5846405
       5.2137794     234.9378052     223.5838623     246.2917480
       5.2157793     234.5583038     229.1958618     239.9207458
       5.2177792     225.5828247     217.2401428     233.9255066
       5.2197790     219.4239044     216.7657928     222.0820160
       5.2217793     222.3372498     217.4452820     227.2292175
       5.2237797     227.4082184     222.4497528     232.3666840
       5.2257795     224.7737732     212.8488617     236.6986847
       5.2277794     214.5672913     198.9804840     230.1540985
       5.2297792     221.6660309     207.7688293     235.5632324
       5.2317791     229.8811951     224.7376862     235.0247040
       5.2337794     231.7424316     230.4052124     233.0796509
       5.2357793     232.5088806     231.8195038     233.1982574
       5.2377796     232.4229889     232.1588135     232.6871643
       5.2397795     232.4489594     232.0519104     232.8460083
       5.2417793     232.1508942     231.5242462     232.7775421
       5.2437792     231.5643921     231.1107788     232.0180054
       5.2457790     231.4290314     231.0970612     231.7610016
       5.2477794     231.6714935     231.2512970     232.0916901
       5.2497797     231.4131317     230.6939545     232.1323090
       5.2517796     230.5791016     228.4804688     232.6777344
       5.2537794     227.7315369     224.5512848     230.9117889
       5.2557793     225.8952026     224.3539734     227.4364319
       5.2577791     226.9143372     225.4443970     228.3842773
       5.2597795     228.1807251     227.2949829     229.0664673
       5.2617793     228.0192719     227.3311462     228.7073975
       5.2637796     227.6573486     226.8134003     228.5012970
       5.2657795     227.9955750     227.0540771     228.9370728
       5.2677794     227.8840179     225.4980927     230.2699432
       5.2697792     230.6982880     226.1213531     235.2752228
       5.2717791     234.4286346     231.8080750     237.0491943
       5.2737794     234.9724884     234.2948761     235.6501007
       5.2757797     234.4596405     233.4244995     235.4947815
       5.2777796     233.0082550     230.7142639     235.3022461
       5.2797794     229.5903320     225.0495300     234.1311340
       5.2817793     225.1351776     221.9336243     228.3367310
       5.2837791     223.5981445     220.8748322     226.3214569
       5.2857795     225.5122528     219.1773529     231.8471527
       5.2877793     231.7557678     226.2000427     237.3114929
       5.2897797     231.7125702     225.6015778     237.8235626
       5.2917795     224.0377655     216.5035248     231.5720062
       5.2937794     219.6449127     216.8650970     222.4247284
       5.2957792     219.9299164     218.8020325     221.0578003
       5.2977791     221.4098206     220.1103058     222.7093353
       5.2997794     222.9363251     221.2422028     224.6304474
       5.3017793     225.3728333     222.5223999     228.2232666
       5.3037796     227.7930298     226.0125580     229.5735016
       5.3057795     228.3721619     227.5944824     229.1498413
       5.3077793     228.4194946     227.3823700     229.4566193
       5.3097792     229.2738953     227.5942078     230.9535828
       5.3117790     230.3278198     228.4465179     232.2091217
       5.3137794     229.8892670     228.1741180     231.6044159
       5.3157797     229.1142883     227.7676544     230.4609222
       5.3177795     228.7595062     227.8998260     229.6191864
       5.3197794     227.9140472     224.5235596     231.3045349
       5.3217793     222.9127655     216.6044769     229.2210541
       5.3237791     214.6844025     205.8635254     223.5052795
       5.3257794     206.7462311     196.5081635     216.9842987
       5.3277793     215.4851837     199.4563599     231.5140076
       5.3297796     229.0334473     219.6744995     238.3923950
       5.3317795     230.2813873     227.6176910     232.9450836
       5.3337793     229.0489349     227.7226562     230.3752136
       5.3357792     229.9588165     228.3003235     231.6173096
       5.3377790     230.6982422     229.1721802     232.2243042
       5.3397794     229.9645844     228.8361664     231.0930023
       5.3417797     229.3734283     228.7124634     230.0343933
       5.3437796     228.2499390     226.0937347     230.4061432
       5.3457794     225.4530792     222.0599060     228.8462524
       5.3477793     225.6686859     222.2857208     229.0516510
       5.3497791     227.9608307     225.9628448     229.9588165
       5.3517795     227.2679138     224.2825165     230.2533112
       5.3537793     224.7921600     221.1169128     228.4674072
       5.3557796     224.2262878     219.6462402     228.8063354
       5.3577795     226.0300751     220.2874451     231.7727051
       5.3597794     225.2768860     220.1897278     230.3640442
       5.3617792     221.6731415     218.9816589     224.3646240
       5.3637791     220.4821320     219.5362396     221.4280243
       5.3657794     219.3321838     218.0050812     220.6592865
       5.3677793     217.9516754     216.5154877     219.3878632
       5.3697796     218.8256226     215.8861084     221.7651367
       5.3717794     223.4598999     218.1626587     228.7571411
       5.3737793     228.1665039     224.9952393     231.3377686
       5.3757792     229.1889038     228.5547180     229.8230896
       5.3777795     229.2260132     228.9586182     229.4934082
       5.3797793     228.8070374     227.9839783     229.6300964
       5.3817797     227.8051758     226.9240265     228.6863251
       5.3837795     226.6983185     224.5880737     228.8085632
       5.3857794     223.3920898     219.3543854     227.4297943
       5.3877792     220.3269043     217.9614410     222.6923676
       5.3897791     221.1301727     219.4372101     222.8231354
       5.3917789     223.1739960     221.4602509     224.8877411
       5.3937798     224.5395660     222.8694458     226.2096863
       5.3957796     226.1549225     224.3876648     227.9221802
       5.3977795     225.9559631     224.2563171     227.6556091
       5.3997793     224.2682648     222.9475403     225.5889893
       5.4017792     223.9918060     222.7213593     225.2622528
       5.4037790     226.3443451     222.6902771     229.9984131
       5.4057798     231.3887177     226.7337341     236.0437012
       5.4077797     232.2331543     227.8793945     236.5869141
       5.4097795     228.1460419     224.5468597     231.7452240
       5.4117794     226.7942047     225.7091827     227.8792267
       5.4137793     226.3032227     225.2221069     227.3843384
       5.4157791     226.9939575     224.2148132     229.7731018
       5.4177790     230.9998322     227.3753510     234.6243134
       5.4197798     233.6961365     232.1994324     235.1928406
       5.4217796     233.9808044     232.9834290     234.9781799
       5.4237795     232.3521118     229.1370087     235.5672150
       5.4257793     228.4065399     224.9781036     231.8349762
       5.4277792     225.8357849     223.5836945     228.0878754
       5.4297791     226.7637939     222.7175903     230.8099976
       5.4317789     231.0249939     227.4613495     234.5886383
       5.4337797     232.3361053     231.3379822     233.3342285
       5.4357796     231.9688568     230.7950897     233.1426239
       5.4377794     230.1495819     227.8237610     232.4754028
       5.4397793     228.0205231     226.6111450     229.4299011
       5.4417791     227.1618805     225.9074860     228.4162750
       5.4437790     225.2096252     222.6695862     227.7496643
       5.4457798     222.8901062     221.3384094     224.4418030
       5.4477797     222.3491669     221.8823547     222.8159790
       5.4497795     222.8595428     221.0182953     224.7007904
       5.4517794     225.6623535     222.4582062     228.8665009
       5.4537792     228.3360596     226.6708984     230.0012207
       5.4557791     229.1869659     228.3623047     230.0116272
       5.4577789     230.0052643     229.0791931     230.9313354
       5.4597797     230.6944275     229.4079590     231.9808960
       5.4617796     231.3497009     229.8324738     232.8669281
       5.4637794     229.4473572     226.4434967     232.4512177
       5.4657793     226.2738495     224.0587921     228.4889069
       5.4677792     224.7583923     223.3275146     226.1892700
       5.4697790     224.2533875     222.8730774     225.6336975
       5.4717798     225.1597137     224.2611847     226.0582428
       5.4737797     225.6275940     225.3724518     225.8827362
       5.4757795     225.7182007     225.5974426     225.8389587
       5.4777794     225.5228882     224.9653473     226.0804291
       5.4797792     224.5438385     222.5622864     226.5253906
       5.4817791     222.8097076     219.4073181     226.2120972
       5.4837790     226.1014099     220.2413788     231.9614410
       5.4857798     231.3625183     227.7142792     235.0107574
       5.4877796     232.5211487     231.7528839     233.2894135
       5.4897795     232.5635223     232.0629578     233.0640869
       5.4917793     232.2882996     231.4248199     233.1517792
       5.4937792     231.5292816     230.6887512     232.3698120
       5.4957790     230.4511261     229.1817627     231.7204895
       5.4977798     229.4957581     228.6796570     230.3118591
       5.4997797     229.4991150     228.9291382     230.0690918
       5.5017796     228.8745880     227.8926392     229.8565369
       5.5037794     228.3109131     227.6727448     228.9490814
       5.5057793     228.7705383     228.2604828     229.2805939
       5.5077791     229.2158356     228.9669342     229.4647369
       5.5097790     229.3535156     229.2839508     229.4230804
       5.5117798     229.4019318     229.2725220     229.5313416
       5.5137796     229.2121277     228.6046448     229.8196106
       5.5157795     228.3530121     227.4112854     229.2947388
       5.5177794     227.7376251     227.1800995     228.2951508
       5.5197792     228.1057739     227.2778931     228.9336548
       5.5217791     228.7133026     228.0474854     229.3791199
       5.5237789     228.2308044     227.3096771     229.1519318
       5.5257797     227.5120850     226.6118774     228.4122925
       5.5277796     228.6681061     225.6558990     231.6803131
       5.5297794     232.9403229     228.7596130     237.1210327
       5.5317793     236.0399017     234.2221527     237.8576508
       5.5337791     236.9712372     236.4448547     237.4976196
       5.5357790     237.3747406     237.1229858     237.6264954
       5.5377798     237.6937256     237.3983154     237.9891357
       5.5397797     237.9183197     237.3101807     238.5264587
       5.5417795     236.9108429     234.1723785     239.6493073
       5.5437794     232.7112122     228.4833832     236.9390411
       5.5457792     229.0822144     226.9565430     231.2078857
       5.5477791     228.1735382     226.4159698     229.9311066
       5.5497789     229.6069183     226.8542328     232.3596039
       5.5517797     231.5189514     230.1253204     232.9125824
       5.5537796     231.6918030     231.3416290     232.0419769
       5.5557795     231.3977051     231.1334686     231.6619415
       5.5577793     231.2531738     230.9855499     231.5207977
       5.5597792     231.4925232     230.9688263     232.0162201
       5.5617790     232.2539978     231.2593689     233.2486267
       5.5637798     232.8887177     232.1817017     233.5957336
       5.5657797     232.8162384     232.2708435     233.3616333
       5.5677795     233.0912781     232.5440369     233.6385193
       5.5697794     233.0020142     231.6877441     234.3162842
       5.5717793     232.1645203     230.4781952     233.8508453
       5.5737791     232.6719055     231.5905457     233.7532654
       5.5757790     233.0763397     232.7781067     233.3745728
       5.5777798     232.9507904     232.7257233     233.1758575
       5.5797796     232.7663116     232.4968567     233.0357666
       5.5817795     232.9042206     232.2245636     233.5838776
       5.5837793     233.4339600     232.6535187     234.2144012
       5.5857792     233.2336731     232.1947174     234.2726288
       5.5877790     232.7737427     231.5390778     234.0084076
       5.5897799     233.1842499     232.1373749     234.2311249
       5.5917797     234.1570740     232.5653076     235.7488403
       5.5937796     235.6554871     234.3612061     236.9497681
       5.5957794     235.6086273     234.5664062     236.6508484
       5.5977793     234.4780579     231.1337585     237.8223572
       5.5997791     228.7755737     217.6260681     239.9250793
       5.6017790     215.5800018     203.8106842     227.3493195
       5.6037798     213.5128632     204.6041260     222.4216003
       5.6057796     223.2871246     214.3973389     232.1769104
       5.6077795     228.7450104     225.6050720     231.8849487
       5.6097794     230.3564758     229.2633972     231.4495544
       5.6117792     231.0531464     229.8009491     232.3053436
       5.6137791     230.4751434     228.8552704     232.0950165
       5.6157789     229.1607513     227.2965698     231.0249329
       5.6177797     226.6065521     223.4076385     229.8054657
       5.6197796     226.4169312     222.4733887     230.3604736
       5.6217794     229.2465363     226.2922211     232.2008514
       5.6237793     228.1246185     225.1152649     231.1339722
       5.6257792     225.9120483     222.7299194     229.0941772
       5.6277790     227.9505005     223.8978271     232.0031738
       5.6297798     230.5232697     228.6199951     232.4265442
       5.6317797     230.7788696     230.3730011     231.1847382
       5.6337795     230.8411407     229.6318817     232.0503998
       5.6357794     232.6734314     230.0328674     235.3139954
       5.6377792     234.9302673     233.2801056     236.5804291
       5.6397791     235.2759857     234.9027252     235.6492462
       5.6417789     235.2372589     235.0876465     235.3868713
       5.6437798     235.0823975     234.1357574     236.0290375
       5.6457796     233.6543274     231.2744904     236.0341644
       5.6477795     232.2315369     230.1751404     234.2879333
       5.6497793     233.1016083     231.9479675     234.2552490
       5.6517792     233.4470673     233.1390381     233.7550964
       5.6537790     233.2194366     232.9300079     233.5088654
       5.6557798     233.0589905     232.6468353     233.4711456
       5.6577797     233.7260895     232.3162994     235.1358795
       5.6597795     235.4912567     233.9487000     237.0338135
       5.6617794     236.2793884     235.7359772     236.8227997
       5.6637793     236.4035797     236.1427612     236.6643982
       5.6657791     236.4920654     236.2697601     236.7143707
       5.6677790     236.2184143     234.5818481     237.8549805
       5.6697798     233.4254456     223.6501007     243.2007904
       5.6717796     218.3993988     198.4350281     238.3637695
       5.6737795     209.0246124     190.2453461     227.8038788
       5.6757793     221.0781097     202.3521576     239.8040619
       5.6777792     221.2847290     203.3318787     239.2375793
       5.6797791     215.4866791     196.6015320     234.3718262
       5.6817799     224.1417236     208.8431396     239.4403076
       5.6837797     230.6972961     225.7197266     235.6748657
       5.6857796     228.9335480     226.0317535     231.8353424
       5.6877794     226.1975708     224.4246216     227.9705200
       5.6897793     225.6333008     224.7890930     226.4775085
       5.6917791     226.9303436     223.3353729     230.5253143
       5.6937790     232.0946960     226.7808838     237.4085083
       5.6957798     235.5186157     233.0684814     237.9687500
       5.6977797     234.3913269     232.3423157     236.4403381
       5.6997795     232.6659241     231.3950348     233.9368134
       5.7017794     231.7895050     230.6598663     232.9191437
       5.7037792     231.5776978     229.8699341     233.2854614
       5.7057791     232.0242767     230.1806183     233.8679352
       5.7077789     232.3631287     230.9122467     233.8140106
       5.7097797     233.1632843     232.0939178     234.2326508
       5.7117796     233.1016998     232.5121765     233.6912231
       5.7137794     233.1045227     232.5117035     233.6973419
       5.7157793     233.8197937     233.0811615     234.5584259
       5.7177792     234.3474579     233.2487030     235.4462128
       5.7197790     234.4067535     228.6757050     240.1378021
       5.7217798     226.6851044     209.4104004     243.9598083
       5.7237797     212.8307190     191.4566956     234.2047424
       5.7257795     231.4062805     212.8948059     249.9177551
       5.7277794     239.8882904     236.7602692     243.0163116
       5.7297792     240.2392273     239.9384155     240.5400391
       5.7317791     240.0685425     239.8414459     240.2956390
       5.7337790     239.7700195     239.4780426     240.0619965
       5.7357798     239.4496765     239.2183533     239.6809998
       5.7377796     239.3852539     239.2498169     239.5206909
       5.7397795     239.3053894     238.4276123     240.1831665
       5.7417793     237.8910522     235.4482117     240.3338928
       5.7437792     235.1616669     232.9984894     237.3248444
       5.7457790     233.4541931     232.0537872     234.8545990
       5.7477798     232.8052826     231.7694397     233.8411255
       5.7497797     232.7339020     232.0473938     233.4204102
       5.7517796     232.8398132     232.1777496     233.5018768
       5.7537794     232.9532166     232.1169739     233.7894592
       5.7557793     233.7215729     233.0474243     234.3957214
       5.7577791     233.8316498     233.4721680     234.1911316
       5.7597790     233.3899536     233.0006409     233.7792664
       5.7617798     233.0418396     232.8269958     233.2566833
       5.7637796     233.0060272     232.9119568     233.1000977
       5.7657795     233.1760712     232.8385315     233.5136108
       5.7677794     233.8121643     232.8498688     234.7744598
       5.7697792     234.9655151     233.6385345     236.2924957
       5.7717791     234.8208466     233.6112213     236.0304718
       5.7737799     234.3642120     233.5339508     235.1944733
       5.7757797     234.2857513     232.2132416     236.3582611
       5.7777796     231.9446106     228.3259125     235.5633087
       5.7797794     231.1997986     228.5625000     233.8370972
       5.7817793     232.5166016     231.2743835     233.7588196
       5.7837791     233.5832672     232.7899475     234.3765869
       5.7857790     233.9463959     233.1393280     234.7534637
       5.7877798     233.1876221     232.0538483     234.3213959
       5.7897797     233.3004608     232.2546539     234.3462677
       5.7917795     234.2368164     233.4043732     235.0692596
       5.7937794     234.1548767     231.7868805     236.5228729
       5.7957792     230.9839020     226.7540131     235.2137909
       5.7977791     230.1886902     225.2546387     235.1227417
       5.7997789     236.3095398     230.5013123     242.1177673
       5.8017797     239.7786713     237.5085754     242.0487671
       5.8037796     238.7175446     236.6903687     240.7447205
       5.8057795     236.6143341     234.5414429     238.6872253
       5.8077793     236.4677429     235.1766357     237.7588501
       5.8097792     236.8900146     236.2660217     237.5140076
       5.8117790     236.6903229     235.7059326     237.6747131
       5.8137798     236.1866455     235.3452148     237.0280762
       5.8157797     236.4629517     235.7547760     237.1711273
       5.8177795     236.2735596     235.1100006     237.4371185
       5.8197794     235.2890015     234.1100311     236.4679718
       5.8217793     235.5976105     234.7145844     236.4806366
       5.8237791     235.9987183     235.2665253     236.7309113
       5.8257790     236.5238800     235.5109863     237.5367737
       5.8277798     236.9139709     236.2748413     237.5531006
       5.8297796     236.3041229     235.5715485     237.0366974
       5.8317795     235.4379578     234.8155518     236.0603638
       5.8337793     235.0969543     234.8916016     235.3023071
       5.8357792     234.9712372     234.7005463     235.2419281
       5.8377790     234.6814270     233.9841461     235.3787079
       5.8397799     234.0105591     232.7854156     235.2357025
       5.8417797     232.9933167     232.1906891     233.7959442
       5.8437796     232.6765900     232.4980164     232.8551636
       5.8457794     232.5903015     232.3225555     232.8580475
       5.8477793     232.0614014     230.9519196     233.1708832
       5.8497791     230.0318604     227.2497101     232.8140106
       5.8517790     226.7716217     224.1701965     229.3730469
       5.8537798     225.6815491     224.7656860     226.5974121
       5.8557796     224.9765015     222.9564514     226.9965515
       5.8577795     221.8901672     219.8112183     223.9691162
       5.8597794     221.0408783     220.3746643     221.7070923
       5.8637791     239.2875977     236.9295197     241.6456757
       5.8657789     239.3680878     239.2243347     239.5118408
       5.8677797     239.1665039     238.6874084     239.6455994
       5.8697796     238.2822876     237.3085175     239.2560577
       5.8717794     237.0306549     236.1619720     237.8993378
       5.8737793     236.4163361     236.0962982     236.7363739
       5.8757792     236.3339996     236.2609711     236.4070282
       5.8777790     236.4152527     236.3290100     236.5014954
       5.8797798     236.4356232     236.0745544     236.7966919
       5.8817797     235.9433746     234.7397614     237.1469879
       5.8837795     234.8031006     233.1063995     236.4998016
       5.8857794     230.9896851     222.8351440     239.1442261
       5.8877792     220.0263214     218.1645203     221.8881226
       5.8897791     219.8831329     219.2875671     220.4786987
       5.8917789     223.0342407     218.4815674     227.5869141
       5.8937798     227.2111816     226.4750519     227.9473114
       5.8957796     227.5164337     227.1502228     227.8826447
       5.8977795     227.5013733     225.5170288     229.4857178
       5.8997793     219.4929962     212.6130066     226.3729858
       5.9017792     215.4781952     213.4099121     217.5464783
       5.9037790     217.8965454     214.0216064     221.7714844
       5.9057798     221.6926727     218.8669891     224.5183563
       5.9077797     222.4836884     220.8656464     224.1017303
       5.9097795     220.2140503     216.9136810     223.5144196
       5.9117794     217.2464905     215.0957489     219.3972321
       5.9137793     216.6366272     215.2354584     218.0377960
       5.9157791     223.3664856     213.6595001     233.0734711
       5.9177790     233.3712158     231.3955841     235.3468475
       5.9197798     233.6880493     233.3017731     234.0743256
       5.9217796     234.2135620     233.2047424     235.2223816
       5.9237795     235.2056580     233.9470673     236.4642487
       5.9257793     235.7342529     234.6294708     236.8390350
       5.9277792     234.8792267     233.8697052     235.8887482
       5.9297791     234.0574951     233.5781403     234.5368500
       5.9317799     233.7614594     233.4946747     234.0282440
       5.9337797     233.9020691     233.6311646     234.1729736
       5.9357796     233.8561401     233.5928040     234.1194763
       5.9377794     233.6677246     233.5197601     233.8156891
       5.9397793     233.7113342     233.4168549     234.0058136
       5.9417791     234.1968994     233.5207062     234.8730927
       5.9437790     234.7324982     234.0984192     235.3665771
       5.9457798     234.8181610     232.8949585     236.7413635
       5.9477797     237.6364441     233.5460205     241.7268677
       5.9497795     241.5164032     238.6723175     244.3604889
       5.9517794     241.0821075     239.0021362     243.1620789
       5.9537792     239.1268158     237.5003662     240.7532654
       5.9557791     237.3193512     234.9224854     239.7162170
       5.9577789     234.9358368     232.9401245     236.9315491
       5.9597797     232.9965515     228.5763855     237.4167175
       5.9617796     227.8081665     220.1696167     235.4467163
       5.9637794     222.8104858     215.7996826     229.8212891
       5.9657793     224.8719635     200.1562347     249.5876923
       5.9677792     229.6626892     223.0678406     236.2575378
       5.9697790     232.8109436     228.6763763     236.9455109
       5.9717798     234.3892059     232.9681396     235.8102722
       5.9737797     234.5238647     234.1124725     234.9352570
       5.9757795     234.6390991     234.4942474     234.7839508
       5.9777794     234.7314911     234.6258698     234.8371124
       5.9797792     234.7746887     234.5761719     234.9732056
       5.9817791     234.4974823     234.1674042     234.8275604
       5.9837790     234.0921326     233.7689209     234.4153442
       5.9857798     233.8215027     233.6393433     234.0036621
       5.9877796     233.8236389     233.7380524     233.9092255
       5.9897795     233.7930298     233.3255310     234.2605286
       5.9917793     232.9671173     231.5206451     234.4135895
       5.9937792     231.0377960     228.1729126     233.9026794
       5.9957790     227.1441650     218.0012817     236.2870483
       5.9977798     224.7019043     211.1398468     238.2639618
       5.9997797     232.7474060     223.3157043     242.1791077
       6.0017796     235.4004669     232.8525085     237.9484253
       6.0037794     234.0584869     232.5412750     235.5756989
       6.0057793     234.3277130     232.7755127     235.8799133
       6.0077791     235.9216766     234.7293549     237.1139984
       6.0097790     236.6953278     235.7048798     237.6857758
       6.0117798     236.4552765     233.6142883     239.2962646
       6.0137796     232.9443817     229.2348785     236.6538849
       6.0157795     230.6266022     228.9203949     232.3328094
       6.0177794     232.0508728     228.7929840     235.3087616
       6.0197792     236.0041962     232.5997162     239.4086761
       6.0217791     238.4711609     236.4976044     240.4447174
       6.0237799     240.7233429     238.9183197     242.5283661
       6.0257797     241.6894531     240.6665497     242.7123566
       6.0277796     240.7140045     239.3936310     242.0343781
       6.0297794     240.0173035     239.3617096     240.6728973
       6.0317793     240.3252869     239.8103638     240.8402100
       6.0337791     241.1851501     239.9164734     242.4538269
       6.0357790     242.5733795     241.3157806     243.8309784
       6.0377798     241.9452209     237.8347321     246.0557098
       6.0397797     233.3900452     223.7190247     243.0610657
       6.0417795     227.2217102     220.0962372     234.3471832
       6.0437794     234.4254608     226.1733246     242.6775970
       6.0457792     239.9563904     236.5288544     243.3839264
